id,voyage_id,voyage_dates__imp_arrival_at_port_of_dis_sparsedate__year,voyage_slaves_numbers__imp_total_num_slaves_disembarked,voyage_slaves_numbers__imp_total_num_slaves_embarked,voyage_dates__length_middle_passage_days,voyage_dates__imp_length_home_to_disembark,voyage_crew__crew_first_landing,voyage_crew__crew_voyage_outset,voyage_ship__tonnage_mod,voyage_slaves_numbers__imp_jamaican_cash_price,voyage_slaves_numbers__imp_mortality_ratio,voyage_slaves_numbers__percentage_women_among_embarked_slaves,voyage_outcome__vessel_captured_outcome__name,voyage_ship__imputed_nationality__name,voyage_itinerary__imp_region_voyage_begin__name,voyage_ship__rig_of_vessel__name,voyage_itinerary__place_voyage_ended__name,voyage_dates__slave_purchase_began_sparsedate__month,voyage_slaves_numbers__percentage_men,voyage_dates__voyage_completed_sparsedate__month,voyage_itinerary__region_of_return__name,voyage_slaves_numbers__percentage_boy,voyage_itinerary__imp_principal_region_slave_dis__name,voyage_itinerary__imp_principal_region_of_slave_purchase__name,voyage_dates__date_departed_africa_sparsedate__month,voyage_dates__voyage_began_sparsedate__month,voyage_itinerary__imp_port_voyage_begin__name,voyage_dates__first_dis_of_slaves_sparsedate__month,voyage_itinerary__imp_broad_region_slave_dis__name,voyage_slaves_numbers__percentage_girl,voyage_outcome__particular_outcome__name,voyage_itinerary__imp_principal_port_slave_dis__name,voyage_slaves_numbers__percentage_child,voyage_slaves_numbers__percentage_women,voyage_dates__departure_last_place_of_landing_sparsedate__month,voyage_outcome__outcome_owner__name,voyage_outcome__outcome_slaves__name,voyage_itinerary__imp_principal_place_of_slave_purchase__name,voyage_outcome__resistance__name,voyage_slaves_numbers__percentage_male,voyage_slaves_numbers__percentage_female,voyage_itinerary__imp_broad_region_voyage_begin__name,voyage_itinerary__imp_broad_region_of_slave_purchase__name,voyage_sources,enslavers,dataset_source
32909,32909,1729.0,363.0,450.0,61.0,133.0,0.0,62.0,343.1,0.0,0.19,0.0,Not captured,France,France,Fregat,Lorient,2.0,0.0,12.0,France,0.0,Gulf coast,Senegambia and offshore Atlantic,4.0,2.0,Lorient,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.12088,0.0,10.0,0,Slaves disembarked in Americas,Gorée,0,0.0,0.0,Europe,Africa,"  Hall, Gwendolyn Midlo. Africans in Colonial Louisiana: The Development of Afro-Creole Culture in the Eighteenth Century. Baton Rouge, LA, USA: LSU Press, 1995.|  Hall, Gwendolyn Midlo. Africans in Colonial Louisiana: The Development of Afro-Creole Culture in the Eighteenth Century. Baton Rouge, LA, USA: LSU Press, 1995.|  Mettas, Jean. Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle. Edited by Serge Daget and Michelle Daget. 2 – Tome 1, Nantes; Tome 2, Ports Autres que Nantes vols. Paris, France, n.d. https://www.persee.fr/doc/sfhom_0222-027x_1978_mon_1_1.|  Le Tréhour, Nolwenn. “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770).” Masters, Université de Bretagne-Sud, 1999.|  Le Tréhour, Nolwenn. “La traite des Noirs lorientaise au temps de la Compagnie des Indes (1720-1770).” Masters, Université de Bretagne-Sud, 1999.|  Mettas, Jean. Répertoire des Expéditions Négrières Françaises au XVIIIe Siècle. Edited by Serge Daget and Michelle Daget. 2 – Tome 1, Nantes; Tome 2, Ports Autres que Nantes vols. Paris, France, n.d. https://www.persee.fr/doc/sfhom_0222-027x_1978_mon_1_1.","Investor: Paraire, J-B|Captain: Gautier, J.B. de la Renaudais",Trans
33596,33596,1803.0,247.0,325.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,Not captured,France,France,Brig,0,0.0,0.41748,0.0,0,0.29126,Gulf coast,Other Africa,0.0,6.0,Bordeaux,1.0,Mainland North America,0.13592,Sold slaves in Americas - subsequent fate unknown,New Orleans,0.42718,0.15534,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.70874,0.2912599999999999,Europe,Africa,"  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|  Saugera, &eacute;Ric, Bordeaux, Port N&eacute;Grier. Chronologie, &eacute;Conomie, Id&eacute;Ologie, XVIIe-XIXe Si&egrave;Cles (Paris, 1995)., n.d.|  Saugera, &eacute;Ric, Bordeaux, Port N&eacute;Grier. Chronologie, &eacute;Conomie, Id&eacute;Ologie, XVIIe-XIXe Si&egrave;Cles (Paris, 1995)., n.d.|  Klein, Herbert S. “Havana Data-Set.” Madison, WI, USA, n.d. University of Wisconsin Library.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.","Investor: Guilbaud|Investor: Plassiard, Antoine-Seb|Captain: Farnuel, Ayalas|Investor: Roustand|Captain: Farmuel, Peter",Trans
33608,33608,1803.0,204.0,223.0,63.0,311.0,0.0,0.0,120.0,0.0,0.0,0.0,Not captured,France,France,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Senegambia and offshore Atlantic,0.0,10.0,Bordeaux,9.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Saint-Louis,0,0.0,0.0,Europe,Africa,"  Saugera, &eacute;Ric, Bordeaux, Port N&eacute;Grier. Chronologie, &eacute;Conomie, Id&eacute;Ologie, XVIIe-XIXe Si&egrave;Cles (Paris, 1995)., n.d.|  Saugera, &eacute;Ric, Bordeaux, Port N&eacute;Grier. Chronologie, &eacute;Conomie, Id&eacute;Ologie, XVIIe-XIXe Si&egrave;Cles (Paris, 1995)., n.d.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Saugera, Eric. “Guerres et traites françaises aux côtes d’Afrique de la Révolution à Napoléond’outre-mer.” Outre-Mers. Revue d’histoire coloniale et impériale, 2021, 1–624. https://www.sfhom.com/spip.php?article2612.|  Saugera, Eric. “Guerres et traites françaises aux côtes d’Afrique de la Révolution à Napoléond’outre-mer.” Outre-Mers. Revue d’histoire coloniale et impériale, 2021, 1–624. https://www.sfhom.com/spip.php?article2612.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.","Captain: Sacray, Jean-Louis|Investor: Durecu, Nicolas-Rene|Investor: Ladurantie, Jean-Aug",Trans
37100,37100,1807.0,201.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Ship,0,0.0,0.0,0.0,0,0.0,Gulf coast,East Africa and Indian Ocean islands,0.0,0.0,0,8.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Mozambique,0,0.0,0.0,0,Africa,"  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.",,Trans
37129,37129,1807.0,140.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,U.S.A.,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,West Central Africa and St. Helena,0.0,0.0,0,2.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Congo River,0,0.0,0.0,0,Africa,"  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.",Captain: Walsh,Trans
41571,41571,1818.0,250.0,314.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,US,Spain / Uruguay,Cuba,0,0,0.0,0.23387,0.0,0,0.33871,Gulf coast,Bight of Biafra and Gulf of Guinea islands,0.0,7.0,Havana,2.0,Mainland North America,0.10484,Captured by United States with slaves,New Orleans,0.44355,0.32258,0.0,0,Slaves disembarked in Americas,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",0,0.57258,0.42742,Caribbean,Africa,"  Beluche, Renato. Primera y última contestación á las gacetas de Puertorico. Puerto Cabello, VE: Joaquin Jordi, 1825. https://curiosity.lib.harvard.edu/latin-american-pamphlet-digital-collection/catalog/43-990102001680203941.|  Beluche, Renato. Primera y última contestación á las gacetas de Puertorico. Puerto Cabello, VE: Joaquin Jordi, 1825. https://curiosity.lib.harvard.edu/latin-american-pamphlet-digital-collection/catalog/43-990102001680203941.|  National Archives and Records Administration. “Southeast Region.” Atlanta, GA, USA, n.d. National Archives.|  National Archives and Records Administration. “Southeast Region.” Atlanta, GA, USA, n.d. National Archives.|  Catterall, Helen Tunnicliff, ed. Judicial Cases Concerning American Slavery and the Negro. 5 vols. Washington, D.C., USA: Carnegie institution of Washington, n.d. https://catalog.hathitrust.org/Record/012284162.|  Catterall, Helen Tunnicliff, ed. Judicial Cases Concerning American Slavery and the Negro. 5 vols. Washington, D.C., USA: Carnegie institution of Washington, n.d. https://catalog.hathitrust.org/Record/012284162.","Investor: Arrieta*|Captain: Morán, Marcelino|Investor: Caricabura, Amicha",Trans
41845,41845,1790.0,197.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,0,0,0.0,0.0,0.0,0,0.0,Gulf coast,Other Africa,0.0,0.0,0,0.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Africa, port unspecified",0,0.0,0.0,0,Africa,"  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.",,Trans
80175,80175,1805.0,179.0,199.0,0.0,285.0,0.0,38.0,176.0,99.56,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,5.0,England and Wales,0.0,Gulf coast,West Central Africa and St. Helena,0.0,2.0,Liverpool,11.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,3.0,0,Slaves disembarked in Americas,Congo River,Vessel's boats attacked from shore,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.","Investor: Thomas, Benjamin|Captain: Max, James",Trans
82444,82444,1804.0,200.0,222.0,0.0,379.0,0.0,32.0,182.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,11.0,England and Wales,0.0,Gulf coast,West Central Africa and St. Helena,0.0,7.0,Liverpool,7.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Congo North,0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Leglaunec, Jean-Pierre, ed. “A Directory of Ships with Slave Cargoes, Louisiana, 1772-1808.” Louisiana History: The Journal of the Louisiana Historical Association 46, no. 2 (2005): 211–30. https://www.jstor.org/stable/4234108.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.","Investor: Moss, John|Captain: Bowes|Captain: Lace, William|Investor: Moss, Thomas",Trans
101756,101756,1789.0,129.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,6.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Pinett, Francis",Intra
101765,101765,1789.0,82.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,1.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Millot, [Philip/Felipe?]",Intra
101775,101775,1789.0,119.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,4.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.",Captain: Delagnes,Intra
101788,101788,1788.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,2.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  Alford, Josiah George. Alford Family Notes. London, UK: Phillimore, 1908. https://babel.hathitrust.org/cgi/pt?id=coo1.ark:/13960/t2z32d501&seq=11.|  Alford, Josiah George. Alford Family Notes. London, UK: Phillimore, 1908. https://babel.hathitrust.org/cgi/pt?id=coo1.ark:/13960/t2z32d501&seq=11.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Clarke, Daniel",Intra
101835,101835,1788.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,4.0,0.0,0,0.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Fuiguet, Jerome",Intra
101836,101836,1788.0,43.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245614035,0.0,Not captured,Spain / Uruguay,0,Schooner,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,5.0,0.0,0,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.","Captain: Irwin, Thomas",Intra
101841,101841,1788.0,119.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,5.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.",Captain: Delagnes,Intra
101842,101842,1788.0,119.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,5.0,0.0,0,6.0,Mainland North America,0.0,Voyage completed as intended,New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Colonial Office.” Kew, UK, n.d. British National Archives.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Millot, [Philip/Felipe?]",Intra
101856,101856,1789.0,53.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,7.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.",Captain: Maitre,Intra
101857,101857,1789.0,94.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Sloop,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,7.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.",Captain: Amandre,Intra
101860,101860,1789.0,96.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,9.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Dominica, place unspecified",0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.",Captain: Bougand,Intra
101923,101923,1791.0,57.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,6.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Roseau,0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Millet, P.",Intra
101934,101934,1791.0,21.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Dominica,12.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Roseau,0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Smale, W.",Intra
102933,102933,1783.0,29.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Jamaica,11.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Kingston,0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Hasas, Juan",Intra
102989,102989,1784.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Not captured,Spain / Uruguay,0,Brig,0,0.0,0.0,0.0,0,0.0,Gulf coast,Jamaica,4.0,0.0,0,0.0,Mainland North America,0.0,"Departed an American port with slaves, subsequent fate unknown",New Orleans,0.0,0.0,0.0,0,Slaves disembarked in Americas,Kingston,0,0.0,0.0,0,Caribbean,"  “Colonial Office.” Kew, UK, n.d. British National Archives.|  “Colonial Office.” Kew, UK, n.d. British National Archives.","Captain: Gavaldon, Joseph",Intra
